id,nama,kabupaten,rating,total_review,kategori,highlights,price_range,best_time,link,lat,lng,tiktok_link_1,tiktok_link_2,tiktok_link_3
675,Post pantao PSTI Jembrana,Jembrana,4.1,17,Work from Cafe | Vibrant Nightlife,[],Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Post+pantao+PSTI+Jembrana/data=!4m7!3m6!1s0x2dd22d62690dc73d:0xd26abc75db0d4c71!8m2!3d-8.4596422!4d114.9048045!16s%2Fg%2F11rdmtyv2c!19sChIJPccNaWIt0i0RcUwN23W8atI?authuser=0&hl=id&rclk=1,-8.4596422,114.9048045,,,
676,KEDAI KITA SUKA SUKA,Jembrana,4.4,82,Work from Cafe | Vibrant Nightlife,['santai'],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/KEDAI+KITA+SUKA+SUKA/data=!4m7!3m6!1s0x2dd161fa24be6b0d:0x111a7f367b0b287e!8m2!3d-8.3587758!4d114.6124288!16s%2Fg%2F11c4_x3r40!19sChIJDWu-JPph0S0RfigLezZ_GhE?authuser=0&hl=id&rclk=1,-8.3587758,114.6124288,https://www.tiktok.com/@yustinabali/video/7376172424540245253,https://www.tiktok.com/@sukasukawarkop/video/7612374820637904146,https://www.tiktok.com/@seblaknampol_/video/7549185326351125765
677,Warung Green Umah,Jembrana,4.9,57,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['pizza', 'harga', 'mie', 'biji cokelat', 'pengalaman', 'atmosphere']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Warung+Green+Umah/data=!4m7!3m6!1s0x2dd15d01b2bf03b9:0xab2ce42695c3bd51!8m2!3d-8.2804381!4d114.5167455!16s%2Fg%2F11rrr1jpcf!19sChIJuQO_sgFd0S0RUb3DlSbkLKs?authuser=0&hl=id&rclk=1,-8.2804381,114.5167455,https://www.tiktok.com/@visit.westbali/video/7521565608576584966,https://www.tiktok.com/@kkn.nusasari.unud/video/7541202707089050885,https://www.tiktok.com/@lifeasitis56/video/7592210916003908886
678,Store anyar coffee,Jembrana,5.0,24,General Chill,"['restoran', 'transportasi umum', 'atm']",Rp 50–150k,Lunch atau dinner,https://www.google.com/maps/place/Store+anyar+coffee/data=!4m7!3m6!1s0x2dd22bc0c1bdeed3:0xc042630b97397169!8m2!3d-8.3889037!4d114.9258685!16s%2Fg%2F11hst89qlj!19sChIJ0-69wcAr0i0RaXE5lwtjQsA?authuser=0&hl=id&rclk=1,-8.3889037,114.9258685,https://www.tiktok.com/@takeandbite.id/video/7635998614887599378,https://www.tiktok.com/@jalanmakanbali/video/7635575763953143048,https://www.tiktok.com/@takeandbite.id/video/7635578653430123784
679,Super EAT Canggu,Badung,4.9,49,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'pasangan', 'warung', 'vegan', 'cordon blue', 'lokal']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Super+EAT+Canggu/data=!4m7!3m6!1s0x2dd2390393f5a2c7:0xc6a89143709ae1d!8m2!3d-8.6317632!4d115.1610147!16s%2Fg%2F11s7n3cd51!19sChIJx6L1kwM50i0RHa4JNxSJagw?authuser=0&hl=id&rclk=1,-8.6317632,115.1610147,https://www.tiktok.com/@foodbeacon/video/7535462237922692358,https://www.tiktok.com/@marthadunn/video/7615985695299046678,https://www.tiktok.com/@hoointheworld/video/7556984463528398087
680,Warung Makan Jaya Asih,Badung,4.8,337,Sunset & View | Work from Cafe | Vibrant Nightlife,"['sawah', 'pemandangan', 'ayam bakar', 'seafood', 'ikan bakar', 'the view']",Rp 50–150k,Sunset jam 5–7pm,https://www.google.com/maps/place/Warung+Makan+Jaya+Asih/data=!4m7!3m6!1s0x2dd225be1da95475:0x19ca5fe19cb75a3f!8m2!3d-8.4864097!4d115.1841483!16s%2Fg%2F11qqg2hd2b!19sChIJdVSpHb4l0i0RP1q3nOFfyhk?authuser=0&hl=id&rclk=1,-8.4864097,115.1841483,https://www.tiktok.com/@mycakdoell/video/7577038589498936597,https://www.tiktok.com/@mycakdoell/video/7581794376402373909,https://www.tiktok.com/@warung.jaya.asih/video/7595772201299627280
681,WOODS PERERENAN,Badung,4.7,3056,Work from Cafe | Vibrant Nightlife,"['shakshouka', 'jazz', 'laptop', 'rumah pohon', 'interiornya', 'barramundi']",Rp 150–400k,Malam jam 7pm+,https://www.google.com/maps/place/WOODS+PERERENAN/data=!4m7!3m6!1s0x2dd23932c81a38b5:0xcf6a7e485aa66562!8m2!3d-8.645919!4d115.1282361!16s%2Fg%2F11pd2ffx1w!19sChIJtTgayDI50i0RYmWmWkh-as8?authuser=0&hl=id&rclk=1,-8.645919,115.1282361,https://www.tiktok.com/@niaardityaa/video/7528726108926135560,https://www.tiktok.com/@adam.setiadii/video/7559169888498093324,https://www.tiktok.com/@jimafi_here/video/7616106606618627346
682,Warung Bamboo Bali,Badung,4.4,1568,Sunset & View | Work from Cafe | Vibrant Nightlife,"['sawah', 'service', 'tanah lot', 'pork ribs', 'makan malam', 'musik']",Rp 50–150k,Sunset jam 5–7pm,https://www.google.com/maps/place/Warung+Bamboo+Bali/data=!4m7!3m6!1s0x2dd238453c53b885:0xe1484f223e9c6b8f!8m2!3d-8.6275114!4d115.1283669!16s%2Fg%2F11c0rmppz_!19sChIJhbhTPEU40i0Rj2ucPiJPSOE?authuser=0&hl=id&rclk=1,-8.6275114,115.1283669,https://www.tiktok.com/@balitravelfolder/video/7610317714548264200,https://www.tiktok.com/@warungbamboobali/video/7607039947802987783,https://www.tiktok.com/@jevinsoe/video/7589525465145101576
683,Warung Sari Nadi Seafood,Badung,4.4,345,Sunset & View | Family Friendly | Work from Cafe | Vibrant Nightlife,"['sawah', 'luas', 'pemandangan', 'pelayanan', 'bumbu', 'santai']",Rp 50–150k,Sunset jam 5–7pm,https://www.google.com/maps/place/Warung+Sari+Nadi+Seafood/data=!4m7!3m6!1s0x2dd239df5964370b:0x189f8484f6724210!8m2!3d-8.5862671!4d115.1732604!16s%2Fg%2F11h02f9t_g!19sChIJCzdkWd850i0REEJy9oSEnxg?authuser=0&hl=id&rclk=1,-8.5862671,115.1732604,https://www.tiktok.com/@warung.sari.nadi/video/7611121170813078805,https://www.tiktok.com/@kulinerbattle/video/7617098396695923988,https://www.tiktok.com/@warung.sari.nadi/video/7540911151903689990
684,Kuliner Kubu,Badung,4.6,153,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'rumah', 'taman', 'warung', 'meeting', 'makan siang']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Kuliner+Kubu/data=!4m7!3m6!1s0x2dd23bf7c41dfb41:0x54e69a18c77b9ce7!8m2!3d-8.5468009!4d115.1776476!16s%2Fg%2F11f1vnz2bm!19sChIJQfsdxPc70i0R55x7xxia5lQ?authuser=0&hl=id&rclk=1,-8.5468009,115.1776476,https://www.tiktok.com/@balihints/video/7637033190225448213,https://www.tiktok.com/@balimaknyus/video/7574283347950652679,https://www.tiktok.com/@mamak.itta/video/7638477551664418066
685,Kamikuno Asian Eatery,Badung,4.5,392,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'nasi goreng', 'playground', 'juara', 'estetik', 'lantai']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Kamikuno+Asian+Eatery/data=!4m7!3m6!1s0x2dd23982b5b89323:0x6d2c377041dde5a6!8m2!3d-8.5768766!4d115.1797754!16s%2Fg%2F11j99hj32j!19sChIJI5O4tYI50i0RpuXdQXA3LG0?authuser=0&hl=id&rclk=1,-8.5768766,115.1797754,https://www.tiktok.com/@mvylight/video/7614815386931957000,https://www.tiktok.com/@nomnombali/video/7626234655293082888,https://www.tiktok.com/@bakacouplechannel/video/7614516322076069140
686,Gidiyon home cooking,Badung,4.6,170,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'warung', 'kari', 'kebab', 'taco', 'permata']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Gidiyon+home+cooking/data=!4m7!3m6!1s0x2dd2391a70199a57:0xf958261ad3d5ff1b!8m2!3d-8.6117852!4d115.1580187!16s%2Fg%2F11pxmc1zw8!19sChIJV5oZcBo50i0RG__V0xomWPk?authuser=0&hl=id&rclk=1,-8.6117852,115.1580187,,,
687,Pung Green Sibang Mujair NyatNyat & BAKAR Kintamani,Badung,4.8,707,Family Friendly | Work from Cafe | Vibrant Nightlife,"['bumbu', 'luas', 'ikan bakar', 'tempe', 'plecing kangkung', 'sambal matah']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/Pung+Green+Sibang+Mujair+NyatNyat+%26+BAKAR+Kintamani/data=!4m7!3m6!1s0x2dd23f4c75825d67:0x3e98f32ccbf7d0c0!8m2!3d-8.5777578!4d115.2095565!16s%2Fg%2F11pfbgw5sr!19sChIJZ12CdUw_0i0RwND3yyzzmD4?authuser=0&hl=id&rclk=1,-8.5777578,115.2095565,https://www.tiktok.com/@punggreennyatnyat/video/7419669904305032454,https://www.tiktok.com/@punggreennyatnyat/video/7500610438325964037,https://www.tiktok.com/@punggreennyatnyat/video/7397023625867447557
688,Luwih Cafe Dalung,Badung,4.4,377,Family Friendly | Work from Cafe | Vibrant Nightlife,"['playground', 'dumpling', 'ramen', 'estetik', 'santai', 'meeting']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Luwih+Cafe+Dalung/data=!4m7!3m6!1s0x2dd23907084f0b55:0xbb6ba5646fc653df!8m2!3d-8.6350742!4d115.1753899!16s%2Fg%2F11kk8r6b85!19sChIJVQtPCAc50i0R31PGb2Sla7s?authuser=0&hl=id&rclk=1,-8.6350742,115.1753899,https://www.tiktok.com/@luwihcafedalung/video/7470748945669459218,https://www.tiktok.com/@luwihcafedalung/video/7522423226589367570,https://www.tiktok.com/@luwihcafedalung/video/7620338855136202002
689,Sari Laut Bang Yos,Badung,4.4,882,Work from Cafe | Vibrant Nightlife,"['sambalnya', 'manis', 'lalapan', 'bumbu', 'asam pedas', 'pesan']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Sari+Laut+Bang+Yos/data=!4m7!3m6!1s0x2dd239e0af4f140f:0x6f1b3d3761fc307c!8m2!3d-8.5809761!4d115.1869665!16s%2Fg%2F11f61hqzgd!19sChIJDxRPr-A50i0RfDD8YTc9G28?authuser=0&hl=id&rclk=1,-8.5809761,115.1869665,https://www.tiktok.com/@zakykastoyeng/video/7531755671830809912,https://www.tiktok.com/@zakykastoyeng/video/7531353661297921336,https://www.tiktok.com/@ndaanyell7/video/7624313808684584200
690,Warung Penyemeng,Badung,4.7,47,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['ikannya', 'harga', 'sawah', 'lapar', 'service', 'senyum']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Warung+Penyemeng/data=!4m7!3m6!1s0x2dd23df33f2bfd9f:0x48a28da5d37c0bed!8m2!3d-8.547824!4d115.221154!16s%2Fg%2F11f7mt1125!19sChIJn_0rP_M90i0R7Qt806WNokg?authuser=0&hl=id&rclk=1,-8.547824,115.221154,https://www.tiktok.com/@indahmegapratiwi_/video/7581630492642987284,https://www.tiktok.com/@warung_buayuu/video/7518254407637667079,https://www.tiktok.com/@warung_buayuu/video/7536060194481130770
691,Ayam Goreng Prambanan,Badung,4.2,780,Family Friendly | Work from Cafe | Vibrant Nightlife,"['sambalnya', 'luas', 'lalapan', 'pesan', 'ayam bakar', 'ayam kremes']",Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Ayam+Goreng+Prambanan/data=!4m7!3m6!1s0x2dd2395261cd5de5:0x40032440b3eff0a7!8m2!3d-8.5802203!4d115.1859501!16s%2Fg%2F11c2nj13v9!19sChIJ5V3NYVI50i0Rp_Dvs0AkA0A?authuser=0&hl=id&rclk=1,-8.5802203,115.1859501,https://www.tiktok.com/@kulinerjani/video/7550635737675271442,https://www.tiktok.com/@diyanrokiss_dasterbali/video/7505759668849921285,https://www.tiktok.com/@balishopp88/video/7535802418102045958
692,Warung Alus,Badung,4.6,369,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['sunset', 'pantai', 'harga', 'service', 'makan malam', 'atmosphere']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Warung+Alus/data=!4m7!3m6!1s0x2dd2380d420187e5:0xc32188bcc28c36bb!8m2!3d-8.6477366!4d115.1162917!16s%2Fg%2F11d_2l0d6m!19sChIJ5YcBQg040i0RuzaMwryIIcM?authuser=0&hl=id&rclk=1,-8.6477366,115.1162917,https://www.tiktok.com/@mai.melali01/video/7587757563551272213,,
693,Warung Tegan,Badung,4.2,385,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['gurame', 'harga', 'luas', 'pelayanan', 'goreng', 'nyamuk']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Tegan/data=!4m7!3m6!1s0x2dd23951799e8cf1:0x33ceaeb0690610eb!8m2!3d-8.5790723!4d115.184559!16s%2Fg%2F1ptybb1rb!19sChIJ8YyeeVE50i0R6xAGabCuzjM?authuser=0&hl=id&rclk=1,-8.5790723,115.184559,,,
694,"RM Padang Sumbar Hidup, Mengwi, Mengwitani, Kab.Badung, Bali,",Badung,3.9,205,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'luas', 'pelayanan', 'nasi padang', 'rendang', 'masakan padang']",Rp 15–50k,Malam jam 7pm+,"https://www.google.com/maps/place/RM+Padang+Sumbar+Hidup,+Mengwi,+Mengwitani,+Kab.Badung,+Bali,/data=!4m7!3m6!1s0x2dd23b8f588d4b31:0x17f9e20cdbe19d0a!8m2!3d-8.5615185!4d115.1722806!16s%2Fg%2F11pv032c2b!19sChIJMUuNWI870i0RCp3h2wzi-Rc?authuser=0&hl=id&rclk=1",-8.5615185,115.1722806,https://www.tiktok.com/@ujangsdtbiso/video/7607426799777238292,https://www.tiktok.com/@ilham.iaamm/video/7462958939123076357,https://www.tiktok.com/@pitopangjayalatu/video/7507123732629048597
695,Nazu Beach and Grill,Badung,4.5,157,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['sunset', 'harga', 'menu', 'pizza', 'music', 'duduk']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Nazu+Beach+and+Grill/data=!4m7!3m6!1s0x2dd23900499b509b:0x396d544e1555c091!8m2!3d-8.6393322!4d115.1003128!16s%2Fg%2F11y66vzzft!19sChIJm1CbSQA50i0RkcBVFU5UbTk?authuser=0&hl=id&rclk=1,-8.6393322,115.1003128,https://www.tiktok.com/@georgebxckley/video/7459443628591615264,https://www.tiktok.com/@nazubeachandgrill/video/7392790562874690822,https://www.tiktok.com/@odikabayu/video/7470440144873590023
696,Bebek & Ayam Kampung Mas Budi - Mengwi,Badung,4.6,143,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['sambel', 'nasi', 'lalapan', 'luas', 'harga', 'bebeknya']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Bebek+%26+Ayam+Kampung+Mas+Budi+-+Mengwi/data=!4m7!3m6!1s0x2dd239ffafd385fb:0x5f746a49668a664f!8m2!3d-8.5787287!4d115.184052!16s%2Fg%2F11vd1997p6!19sChIJ-4XTr_850i0RT2aKZklqdF8?authuser=0&hl=id&rclk=1,-8.5787287,115.184052,https://www.tiktok.com/@bebekmasbudi.id/video/7479299261591604485,https://www.tiktok.com/@deliciousbalii/video/7453404549814947077,https://www.tiktok.com/@foodbali/video/7347897492463209733
697,Café del Mar,Badung,4.5,3750,Sunset & View | Vibrant Nightlife,"['restoran', 'transportasi umum', 'atm', 'service', 'daybed', 'foto']",Rp 80–200k,Sunset jam 5–7pm,https://www.google.com/maps/place/Caf%C3%A9+del+Mar/data=!4m7!3m6!1s0x2dd24727109b9a35:0xf6acf8b37dd96962!8m2!3d-8.6707794!4d115.1445364!16s%2Fg%2F11gxs038dg!19sChIJNZqbECdH0i0RYmnZfbP4rPY?authuser=0&hl=id&rclk=1,-8.6707794,115.1445364,https://www.tiktok.com/@sagitarius.babe/video/7599626565923671316,https://www.tiktok.com/@jiddakusnandar/video/7510170141972516104,https://www.tiktok.com/@azysinuhaji2/video/7614469726672129288
698,Pepi To Go Kapal,Badung,4.8,13,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Pepi+To+Go+Kapal/data=!4m7!3m6!1s0x2dd2391b26a3c211:0xe0748717932478ce!8m2!3d-8.5777106!4d115.181523!16s%2Fg%2F11sd1qqzml!19sChIJEcKjJhs50i0RzngkkxeHdOA?authuser=0&hl=id&rclk=1,-8.5777106,115.181523,https://www.tiktok.com/@hobimakanbali/video/7280488482357792005,,
699,Mandala Kafe,Badung,4.8,160,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'sawah', 'pelayanan', 'mobil', 'cafe', 'pemandangan']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Mandala+Kafe/data=!4m7!3m6!1s0x2dd23b951c054f5b:0x41f285a349a4d6f8!8m2!3d-8.5680581!4d115.1322619!16s%2Fg%2F11krmrpm2t!19sChIJW08FHJU70i0R-NakSaOF8kE?authuser=0&hl=id&rclk=1,-8.5680581,115.1322619,https://www.tiktok.com/@mandalakafe/video/7524904273310764344,https://www.tiktok.com/@mandalakafe/video/7502261459783519494,https://www.tiktok.com/@mandalakafe/video/7482970875214515511
700,Nasi Be Celeng,Badung,4.8,18,Sunset & View | Work from Cafe | Vibrant Nightlife,"['makan malam', 'bumbunya']",Rp 50–150k,Sunset jam 5–7pm,https://www.google.com/maps/place/Nasi+Be+Celeng/data=!4m7!3m6!1s0x2dd2395a29cf91c7:0x178da2e378d710d3!8m2!3d-8.5899103!4d115.1771389!16s%2Fg%2F11sxy985qb!19sChIJx5HPKVo50i0R0xDXeOOijRc?authuser=0&hl=id&rclk=1,-8.5899103,115.1771389,https://www.tiktok.com/@inidiakakakbudi/video/7579506290234428692,https://www.tiktok.com/@putuariawan79/video/7592017889037716744,https://www.tiktok.com/@kuliner_khasbali/video/7623325929246428436
701,Nasi Tempong Indra,Badung,4.5,13198,Work from Cafe | Vibrant Nightlife,"['ikan asin', 'cumi', 'gurame', 'bali', 'bebek goreng', 'ekor']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/Nasi+Tempong+Indra/data=!4m7!3m6!1s0x2dd246c550c58d17:0x1bbd1f18d28927b!8m2!3d-8.7037942!4d115.1767561!16s%2Fg%2F11b6nm7qcj!19sChIJF43FUMVG0i0Re5IojfHRuwE?authuser=0&hl=id&rclk=1,-8.7037942,115.1767561,https://www.tiktok.com/@albertaamelia_/video/7593650038480375041,https://www.tiktok.com/@lizachuu/video/7630845564476755220,https://www.tiktok.com/@ric.nat25/video/7591380072431521045
702,Hindu Chinese Food,Badung,4.6,34,Work from Cafe | Vibrant Nightlife | Budget Friendly,['harga'],Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Hindu+Chinese+Food/data=!4m7!3m6!1s0x2dd23951390059af:0x2905903089dd3663!8m2!3d-8.5776208!4d115.1821473!16s%2Fg%2F11f31xlbx4!19sChIJr1kAOVE50i0RYzbdiTCQBSk?authuser=0&hl=id&rclk=1,-8.5776208,115.1821473,https://www.tiktok.com/@pakde_hanss/video/7585801650984602900,https://www.tiktok.com/@ngurahsuryakusuma/video/7595406569873902856,https://www.tiktok.com/@wenniefooddiary/video/7522881455228194104
703,Warung D'dangin,Badung,4.1,253,Family Friendly | Work from Cafe | Vibrant Nightlife,"['luas', 'mancing', 'gurame', 'kolam', 'goreng', 'sejuk']",Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+D%27dangin/data=!4m7!3m6!1s0x2dd2394e89002d29:0x4a5553ec12175a5b!8m2!3d-8.5842802!4d115.1820634!16s%2Fg%2F11btxj0h29!19sChIJKS0AiU450i0RW1oXEuxTVUo?authuser=0&hl=id&rclk=1,-8.5842802,115.1820634,,,
704,Gianyar Kuliner,Gianyar,4.5,56,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'tempat sampah', 'makanan tradisional', 'pasar malam', 'es buah', 'dimsum']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Gianyar+Kuliner/data=!4m7!3m6!1s0x2dd2170053ff6201:0xf645a8d01ecf4071!8m2!3d-8.5412953!4d115.3285227!16s%2Fg%2F11vy6lpplb!19sChIJAWL_UwAX0i0RcUDPHtCoRfY?authuser=0&hl=id&rclk=1,-8.5412953,115.3285227,https://www.tiktok.com/@roose.daily/video/7552328613450878220,https://www.tiktok.com/@balihints/video/7592122059002547476,https://www.tiktok.com/@balihangoutt/video/7614342337363250440
705,GROOS Kitchen,Gianyar,4.3,616,Family Friendly | Work from Cafe | Vibrant Nightlife,"['luas', 'anak', 'nasi goreng', 'nyamuk', 'enak', 'mujair']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/GROOS+Kitchen/data=!4m7!3m6!1s0x2dd2167c5ea21951:0x5d84990fc29eb394!8m2!3d-8.554039!4d115.3268333!16s%2Fg%2F11f1hffk7r!19sChIJURmiXnwW0i0RlLOewg-ZhF0?authuser=0&hl=id&rclk=1,-8.554039,115.3268333,https://www.tiktok.com/@groos.kitchen/video/7614354896258747655,https://www.tiktok.com/@littlefairy063/video/7607107689314880788,https://www.tiktok.com/@groos.kitchen/video/7610741637790141703
706,"AMINO - Early Breakfast, Lunch, Dinner",Gianyar,4.8,1659,Work from Cafe | Vibrant Nightlife,"['healthy food', 'protein', 'syrniki', 'jamu', 'wafel bayam', 'borsch']",Rp 150–400k,Malam jam 7pm+,"https://www.google.com/maps/place/AMINO+-+Early+Breakfast,+Lunch,+Dinner/data=!4m7!3m6!1s0x2dd25ba632c4ea21:0x718f79651d17edb8!8m2!3d-8.816588!4d115.155074!16s%2Fg%2F11tt5f1t90!19sChIJIerEMqZb0i0RuO0XHWV5j3E?authuser=0&hl=id&rclk=1",-8.816588,115.155074,,,
707,Cantina Rooftop Bali,Gianyar,4.7,745,Sunset & View | Work from Cafe | Vibrant Nightlife,"['cocktail', 'sunset', 'the view', 'scallop', 'taco daging sapi', 'rendang']",Rp 80–200k,Sunset jam 5–7pm,https://www.google.com/maps/place/Cantina+Rooftop+Bali/data=!4m7!3m6!1s0x2dd23d38e5105043:0xd70db56e528950d9!8m2!3d-8.504764!4d115.254103!16s%2Fg%2F11s34trk17!19sChIJQ1AQ5Tg90i0R2VCJUm61Ddc?authuser=0&hl=id&rclk=1,-8.504764,115.254103,https://www.tiktok.com/@eleveliving/video/7546591354122456350,https://www.tiktok.com/@trvsum/video/7604183324394818824,https://www.tiktok.com/@goingout.series/video/7387780047861681413
708,Tsavo Lion Restaurant,Gianyar,4.5,950,Sunset & View | Work from Cafe | Vibrant Nightlife,"['singa', 'service', 'makan malam', 'jendela', 'safari', 'kamar kecil']",Rp 80–200k,Sunset jam 5–7pm,https://www.google.com/maps/place/Tsavo+Lion+Restaurant/data=!4m7!3m6!1s0x2dd2143841c364b3:0xcf9dd3f437271bd0!8m2!3d-8.579047!4d115.344758!16s%2Fg%2F1tctc02c!19sChIJs2TDQTgU0i0R0BsnN_TTnc8?authuser=0&hl=id&rclk=1,-8.579047,115.344758,https://www.tiktok.com/@thefoodieandthecamera/video/7623306155976101127,https://www.tiktok.com/@nolarura/video/7609461156092103957,https://www.tiktok.com/@miss_denva/video/7637363404725914910
709,Hanzho Coffee,Gianyar,4.4,347,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'musik', 'foto', 'pork belly', 'estetik', 'ayam']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Hanzho+Coffee/data=!4m7!3m6!1s0x2dd21750ca057213:0x5ac72792fc4411d!8m2!3d-8.5346938!4d115.3070487!16s%2Fg%2F11mb0hbm1z!19sChIJE3IFylAX0i0RHUHEL3lyrAU?authuser=0&hl=id&rclk=1,-8.5346938,115.3070487,https://www.tiktok.com/@hanzho.co/video/7632308763906673940,https://www.tiktok.com/@dana.pei/video/7592861418429484295,https://www.tiktok.com/@ade_w/video/7517495806862298386
710,Tis Cafe,Gianyar,4.8,10353,Work from Cafe | Vibrant Nightlife,"['terasering', 'melihat', 'infinity pool', 'bali swing', 'smoothie bowl', 'cretya ubud']",Rp 150–400k,Malam jam 7pm+,https://www.google.com/maps/place/Tis+Cafe/data=!4m7!3m6!1s0x2dd2237fb92427e1:0xa0c73a52235a7df8!8m2!3d-8.4307112!4d115.2785771!16s%2Fg%2F11hzbl7lf4!19sChIJ4SckuX8j0i0R-H1aI1I6x6A?authuser=0&hl=id&rclk=1,-8.4307112,115.2785771,https://www.tiktok.com/@ninaelizabudel/video/7617503404838980886,https://www.tiktok.com/@evaonthemove/video/7584631001020779798,https://www.tiktok.com/@cicilialia85/video/7613817433471700232
711,Novus Coffee & Eatery,Gianyar,4.7,130,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'croissant', 'latte', 'service', 'alpukat', 'mangkok']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Novus+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2dd23dac500d33ed:0xccd17c3e6940848e!8m2!3d-8.511084!4d115.2583448!16s%2Fg%2F11kjn9bz9c!19sChIJ7TMNUKw90i0RjoRAaT580cw?authuser=0&hl=id&rclk=1,-8.511084,115.2583448,https://www.tiktok.com/@mirbas.coffee.eat/video/7512684453001563398,https://www.tiktok.com/@namakuputucitra/video/7493069178602016007,
712,Rumalogy Coffee & Kitchen,Gianyar,3.6,354,Work from Cafe | Vibrant Nightlife,"['kasirnya', 'pelayanan', 'pesan', 'ayam', 'nasi', 'orang']",Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Rumalogy+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x2dd2179d9acf06cf:0xa7f6a0df8c2fd119!8m2!3d-8.5477611!4d115.3173305!16s%2Fg%2F11fr3gzg4w!19sChIJzwbPmp0X0i0RGdEvjN-g9qc?authuser=0&hl=id&rclk=1,-8.5477611,115.3173305,https://www.tiktok.com/@makanmelali.bali/video/7572162449961405714,,
713,Mula Rasa Coffe and Bistro,Gianyar,4.7,374,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'kebun binatang', 'jus', 'service', 'pizza', 'anakanak']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Mula+Rasa+Coffe+and+Bistro/data=!4m7!3m6!1s0x2dd23f078cbbd319:0x67c05184b0be401d!8m2!3d-8.5921845!4d115.2645959!16s%2Fg%2F11nn2_dw4j!19sChIJGdO7jAc_0i0RHUC-sIRRwGc?authuser=0&hl=id&rclk=1,-8.5921845,115.2645959,https://www.tiktok.com/@mularasa/video/7636975595234037010,https://www.tiktok.com/@ladymeraliaa/video/7540976666701516088,https://www.tiktok.com/@putrivalenn._/video/7566089601585024277
